Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
UA,579,DSM,DEN,7,483,123,0
UA,316,SNA,DEN,7,484,148,0
DL,1610,DEN,DTW,7,485,169,0
MQ,3815,ORD,DEN,7,485,160,0
UA,738,DEN,MCO,7,486,210,1
OO,6860,DEN,ABQ,7,490,73,0
UA,243,DEN,LAS,7,490,122,0
UA,675,ORD,DEN,7,490,174,0
UA,660,LAS,DEN,7,492,125,0
UA,744,DEN,BOS,7,492,227,0
UA,988,DEN,LAX,7,492,149,0
F9,765,DEN,LAS,7,493,114,1
UA,358,DEN,LGA,7,493,225,0
F9,262,DEN,SNA,7,495,143,1
F9,847,DEN,SEA,7,495,176,1
OO,6685,GUC,DEN,7,495,50,0
OO,6880,DEN,SLC,7,495,101,0
UA,64,PDX,DEN,7,495,155,0
UA,869,DEN,SFO,7,495,174,0
WN,1678,BOS,DEN,7,495,295,0
F9,772,LAS,DEN,7,497,108,0
OO,6555,DEN,GJT,7,499,57,0
OO,6593,DEN,BIL,7,499,95,1
OO,6647,DEN,IAH,7,499,143,0
OO,6837,DEN,DRO,7,499,62,1
DL,1517,ATL,DEN,7,500,213,1
OO,6742,ASE,DEN,7,500,55,0
OO,6816,SGF,DEN,7,500,131,0
OO,7052,DEN,BOI,7,500,128,0
UA,977,IAD,DEN,7,500,253,0
UA,418,SAN,DEN,7,501,147,1
CO,229,DEN,EWR,7,502,223,0
F9,791,DEN,PDX,7,503,169,0
F9,225,DEN,SMF,7,505,154,1
F9,653,DEN,SFO,7,505,161,1
OO,6876,DEN,PDX,7,505,172,0
WN,317,DEN,BOI,7,505,125,0
UA,758,SFO,DEN,7,507,155,0
OO,7037,DEN,TUS,7,508,121,0
OO,7044,DEN,OMA,7,508,84,0
UA,752,DEN,BWI,7,508,201,0
UA,558,LAX,DEN,7,509,145,1
CO,398,DEN,IAH,7,510,139,0
F9,265,SNA,DEN,7,510,135,0
F9,386,DEN,FLL,7,510,227,1
F9,533,DEN,MDW,7,510,138,0
F9,557,DEN,SAN,7,510,142,0
OO,4590,SLC,DEN,7,510,85,0
OO,6731,MKE,DEN,7,510,185,1
UA,534,PHX,DEN,7,510,120,0
UA,875,DEN,SEA,7,510,183,0
WN,160,FLL,DEN,7,510,280,1
AA,1534,DEN,DFW,7,515,120,0
F9,794,PDX,DEN,7,515,143,0
OO,6872,MOT,DEN,7,515,97,0
UA,739,MCO,DEN,7,515,248,0
WN,109,DEN,SEA,7,515,185,0
WN,1135,BDL,DEN,7,515,275,0
WN,1622,DEN,GEG,7,515,150,0
WN,2677,IND,DEN,7,515,185,0
WN,2807,DEN,ONT,7,515,140,0
WN,735,DEN,PDX,7,515,175,0
OO,6664,MSO,DEN,7,517,123,0
F9,505,LGA,DEN,7,520,272,0
UA,581,DEN,IAD,7,520,196,0
WN,1481,DEN,SAN,7,520,145,0
UA,648,DEN,MCI,7,521,96,0
F9,677,MCO,DEN,7,522,243,0
OO,6607,MEM,DEN,7,522,170,0
AA,2065,DFW,DEN,7,525,125,0
CO,799,IAH,DEN,7,525,153,0
DL,1716,DEN,ATL,7,525,178,0
DL,2215,DTW,DEN,7,525,203,0
F9,403,DEN,LAX,7,525,146,1
F9,721,DCA,DEN,7,525,248,0
OO,6990,PIA,DEN,7,525,157,1
F9,361,TPA,DEN,7,526,239,0
OO,6595,SLC,DEN,7,526,100,0
UA,910,DEN,ORD,7,526,143,1
OO,6957,MAF,DEN,7,527,118,0
OO,6328,TUS,DEN,7,529,124,0
AA,1126,DEN,MIA,7,530,225,0
CO,628,EWR,DEN,7,530,272,0
F9,844,SEA,DEN,7,530,151,0
OO,4507,DEN,SLC,7,530,95,0
WN,1075,ABQ,DEN,7,530,75,0
WN,2005,DEN,LAS,7,530,120,0
OO,6454,DTW,DEN,7,531,212,0
OO,7028,COS,DEN,7,531,49,0
UA,245,ORD,DEN,7,533,165,0
OO,6512,ATL,DEN,7,535,214,0
OO,6895,LIT,DEN,7,535,156,0
UA,43,IAH,DEN,7,535,159,0
WN,2686,BWI,DEN,7,535,255,1
OO,6733,TYS,DEN,7,537,214,0
OO,6881,DEN,SMF,7,537,162,0
UA,33,DEN,SNA,7,540,157,0
UA,491,DEN,PHX,7,540,129,0
WN,1684,TPA,DEN,7,540,250,0
WN,3658,RDU,DEN,7,540,250,1
WN,869,AMA,DEN,7,540,80,0
OO,6750,DEN,ASE,7,544,45,0
F9,400,LAX,DEN,7,545,140,0
OO,6736,RAP,DEN,7,545,76,0
WN,2357,SLC,DEN,7,545,90,0
UA,315,DFW,DEN,7,546,135,0
F9,566,SAN,DEN,7,547,136,1
DL,1496,DEN,MSP,7,550,121,0
WN,1126,PHX,DEN,7,550,110,0
WN,2690,BNA,DEN,7,550,185,0
WN,661,DEN,MDW,7,550,140,1
OO,6620,JAC,DEN,7,553,87,0
DL,1509,MSP,DEN,7,555,125,0
OO,6540,DEN,PSP,7,555,133,0
WN,2063,DEN,STL,7,555,120,0
DL,1459,CVG,DEN,7,560,197,0
OO,6296,DEN,ONT,7,560,142,0
WN,1006,DEN,ABQ,7,560,70,0
WN,1264,LAS,DEN,7,560,115,0
UA,369,SAT,DEN,7,561,142,1
US,1525,CLT,DEN,7,564,223,0
WN,140,DEN,SJC,7,565,165,0
MQ,3001,LAX,DEN,7,570,140,0
OO,6240,BOI,DEN,7,570,108,0
OO,6630,DEN,MTJ,7,570,56,0
DL,1617,ATL,DEN,7,575,212,0
UA,441,BWI,DEN,7,583,250,0
CO,720,DEN,CLE,7,585,161,0
OO,4818,SLC,DEN,7,585,85,0
OO,6555,GJT,DEN,7,585,58,0
US,486,PHX,DEN,7,585,109,0
WN,221,DEN,PHX,7,585,120,0
F9,762,LAS,DEN,7,587,110,1
UA,785,BOS,DEN,7,590,287,0
WN,499,SAN,DEN,7,590,135,0
WN,869,DEN,LAX,7,590,155,0
OO,6837,DRO,DEN,7,591,62,1
UA,427,IAD,DEN,7,592,241,0
OO,6583,COS,DEN,7,593,49,0
F9,783,DEN,LAS,7,595,113,0
WN,987,MDW,DEN,7,595,165,0
UA,709,ORD,DEN,7,597,166,0
OO,6860,ABQ,DEN,7,598,76,0
UA,731,EWR,DEN,7,599,268,0
WN,1395,SFO,DEN,7,600,150,1
WN,3763,SLC,DEN,7,600,90,0
UA,133,LAS,DEN,7,602,114,0
UA,410,DEN,CMH,7,603,163,0
OO,6244,DEN,CVG,7,605,159,0
OO,6695,DEN,ELP,7,605,109,1
OO,7046,DEN,TUL,7,605,90,0
UA,264,DEN,PHL,7,605,213,0
UA,756,DEN,IAH,7,605,150,0
OO,6251,DEN,MSN,7,606,129,0
OO,6419,DEN,GRR,7,606,151,1
OO,6668,DEN,FAR,7,606,113,1
OO,6691,DEN,MKE,7,606,143,0
UA,415,DEN,SFO,7,606,174,0
OO,6544,DEN,ASE,7,607,45,0
OO,6742,DEN,CLE,7,607,172,0
F9,824,MCI,DEN,7,608,107,0
UA,154,DEN,BOS,7,608,227,0
OO,6700,DEN,LNK,7,609,80,1
AA,1241,DFW,DEN,7,610,125,0
FL,303,ATL,DEN,7,610,215,0
OO,6541,DEN,BIS,7,610,95,0
OO,6632,DEN,SGF,7,610,107,0
OO,6722,DEN,TYS,7,610,158,1
WN,153,DEN,IND,7,610,145,0
WN,2043,OAK,DEN,7,610,145,1
F9,659,MSP,DEN,7,612,130,0
OO,6484,DEN,ATW,7,612,140,1
OO,6590,DEN,MEM,7,612,136,1
OO,6878,DEN,SDF,7,613,150,0
OO,6542,DEN,DRO,7,614,64,0
OO,6625,BZN,DEN,7,614,96,0
OO,6718,DEN,XNA,7,615,102,0
UA,299,DEN,MCI,7,615,104,1
UA,405,LGA,DEN,7,615,270,0
UA,524,DEN,OMA,7,615,84,0
UA,539,DEN,FSD,7,615,98,0
UA,802,DEN,MCO,7,615,218,0
OO,6482,DEN,COS,7,616,38,0
OO,7048,DEN,ICT,7,617,80,0
F9,234,SNA,DEN,7,618,129,0
OO,6745,DEN,OKC,7,618,97,0
OO,6945,DEN,DSM,7,618,108,0
UA,18,DEN,BWI,7,618,199,0
UA,422,DEN,EWR,7,618,225,1
UA,740,DEN,MSY,7,618,160,1
UA,812,DEN,DFW,7,618,118,0
MQ,3816,DEN,ORD,7,620,145,0
OO,6570,DEN,HSV,7,620,148,0
OO,6724,DEN,DTW,7,620,164,0
OO,6750,ASE,DEN,7,620,55,0
UA,112,DEN,TPA,7,620,203,0
WN,1945,DEN,MSY,7,620,155,0
WN,324,DEN,MCI,7,620,90,0
WN,496,DEN,IAD,7,620,195,0
WN,62,DEN,DTW,7,620,170,1
WN,677,LAX,DEN,7,620,135,0
OO,6593,BIL,DEN,7,622,88,0
OO,6880,SLC,DEN,7,622,85,0
UA,244,DEN,ORD,7,622,143,1
OO,6479,DEN,PIT,7,624,175,0
OO,4614,DEN,SLC,7,625,97,0
US,1524,DEN,CLT,7,625,188,1
WN,310,MCI,DEN,7,625,120,0
F9,420,DEN,ATL,7,629,174,0
OO,6656,DEN,BNA,7,629,155,1
F9,123,DFW,DEN,7,630,121,0
F9,232,DEN,BNA,7,630,150,0
F9,370,DEN,MKE,7,630,133,1
OO,7028,DEN,SAT,7,630,128,0
WN,126,DEN,AUS,7,630,125,0
WN,1697,DEN,TPA,7,630,210,0
DL,1816,DEN,ATL,7,633,172,1
F9,106,DEN,MSP,7,635,116,0
F9,130,DEN,DFW,7,635,112,0
F9,825,DEN,MCI,7,635,95,0
WN,470,BWI,DEN,7,635,260,0
WN,530,HOU,DEN,7,635,150,1
WN,973,DEN,BNA,7,635,145,0
OO,6627,MSN,DEN,7,639,168,1
AA,1034,DEN,DFW,7,640,120,0
F9,294,DEN,STL,7,640,121,0
F9,367,MKE,DEN,7,640,155,0
F9,674,DEN,MCO,7,640,212,0
OO,6735,DEN,MSO,7,640,133,1
OO,6960,DEN,RAP,7,640,69,0
WN,518,SNA,DEN,7,640,135,1
OO,6441,DEN,DAY,7,642,159,0
F9,191,DEN,DAY,7,645,155,0
F9,510,DEN,LGA,7,645,221,1
UA,902,DEN,IAD,7,645,197,1
F9,623,DEN,DTW,7,650,164,0
F9,846,SEA,DEN,7,651,150,0
OO,6630,MTJ,DEN,7,652,63,0
F9,654,SFO,DEN,7,654,146,0
OO,6497,DEN,LIT,7,654,125,0
B6,496,DEN,BOS,7,655,223,0
F9,212,DEN,AUS,7,655,123,0
OO,6628,DEN,BHM,7,656,147,0
OO,6760,COS,DEN,7,659,40,0
DL,1717,ATL,DEN,7,660,207,0
DL,2830,DEN,MSP,7,660,115,1
F9,226,SMF,DEN,7,660,134,1
F9,404,LAX,DEN,7,660,134,1
F9,516,PDX,DEN,7,660,142,0
F9,558,SAN,DEN,7,660,133,0
WN,2357,DEN,BOS,7,660,225,1
UA,310,DEN,LGA,7,662,223,0
UA,484,DEN,DCA,7,662,196,0
OO,4700,SLC,DEN,7,663,87,1
UA,69,DEN,LAX,7,664,155,0
OO,6990,DEN,MAF,7,665,96,1
UA,862,SFO,DEN,7,669,156,0
WN,196,SEA,DEN,7,670,160,0
WN,731,DEN,PHL,7,670,220,0
UA,704,SJC,DEN,7,671,154,0
UA,814,LAX,DEN,7,671,145,0
DL,2090,DEN,JFK,7,673,237,0
OO,6942,DEN,COS,7,673,38,1
OO,7050,DEN,GCC,7,673,91,1
OO,6337,DEN,GJT,7,675,58,1
UA,855,DEN,PHX,7,675,110,1
WN,2461,DEN,AMA,7,675,70,0
UA,301,DEN,LAS,7,676,122,0
UA,920,DEN,SLC,7,676,87,0
UA,450,SNA,DEN,7,677,139,0
OO,6296,ONT,DEN,7,679,137,0
CO,1421,CLE,DEN,7,680,205,0
OO,6881,SMF,DEN,7,680,142,0
OO,7044,OMA,DEN,7,680,97,0
UA,956,DEN,ORD,7,680,144,0
US,962,DEN,PHL,7,680,208,0
WN,1115,MSP,DEN,7,680,135,0
OO,6876,PDX,DEN,7,682,146,0
UA,579,DEN,BIL,7,682,93,0
OO,6377,DEN,CPR,7,683,60,1
OO,6544,ASE,DEN,7,683,45,0
OO,6615,DEN,GTF,7,683,120,0
OO,6726,DEN,JAC,7,683,93,0
OO,6927,DEN,HLN,7,683,116,1
UA,743,DEN,GEG,7,683,151,0
UA,876,SEA,DEN,7,683,156,0
OO,6258,DEN,EGE,7,684,45,1
AA,1847,DFW,DEN,7,685,125,0
DL,1510,DEN,DTW,7,685,170,1
UA,403,DEN,SNA,7,685,157,0
WN,2092,STL,DEN,7,685,150,1
OO,6532,DEN,BUR,7,687,153,1
OO,6534,DEN,IDA,7,687,100,1
OO,6574,RDM,DEN,7,687,136,0
F9,784,LAS,DEN,7,688,112,0
OO,6950,PSP,DEN,7,688,128,0
UA,149,DEN,TUS,7,688,118,0
UA,721,DEN,SFO,7,688,174,1
OO,6573,DEN,HDN,7,689,52,1
OO,6765,DEN,BZN,7,689,113,1
F9,362,DEN,SDF,7,690,143,1
F9,618,DEN,IND,7,690,137,1
OO,6527,DEN,MTJ,7,690,56,0
WN,1952,LAX,DEN,7,690,135,1
WN,3138,IND,DEN,7,690,185,0
OO,6621,GEG,DEN,7,691,134,0
OO,6626,DEN,PSP,7,693,133,1
OO,6733,DEN,RNO,7,693,139,1
UA,259,MCO,DEN,7,693,249,0
UA,339,DEN,SEA,7,693,183,1
UA,936,DEN,IAD,7,693,195,1
UA,342,SAN,DEN,7,694,142,1
CO,58,DEN,IAH,7,695,137,0
DL,1809,MSP,DEN,7,695,127,0
UA,367,IAH,DEN,7,695,148,0
WN,2686,DEN,SAT,7,695,130,1
WN,2855,DEN,LAS,7,695,120,0
UA,763,DEN,SAN,7,696,149,0
UA,135,DEN,MCI,7,697,103,0
UA,245,DEN,SJC,7,697,166,0
OO,6606,DEN,MLI,7,698,120,1
F9,531,DEN,MDW,7,700,135,0
OO,4583,DEN,SLC,7,700,89,0
OO,6636,PSC,DEN,7,703,131,1
OO,6930,DEN,PDX,7,703,178,0
OO,6542,DRO,DEN,7,704,58,0
F9,724,DEN,DCA,7,705,193,0
UA,227,DEN,LAX,7,705,156,0
WN,1135,DEN,OAK,7,705,170,0
WN,1201,MDW,DEN,7,705,160,1
WN,160,DEN,SMF,7,705,160,1
WN,1678,DEN,RNO,7,705,145,0
WN,1684,DEN,PDX,7,705,175,1
WN,2690,DEN,SLC,7,705,90,1
WN,3658,DEN,SJC,7,705,165,0
DL,1316,DEN,ATL,7,707,173,1
F9,146,DEN,HOU,7,707,137,0
UA,315,DEN,ONT,7,707,145,0
UA,602,AUS,DEN,7,707,131,0
OO,6937,DEN,DRO,7,708,64,1
OO,6989,RNO,DEN,7,708,134,0
OO,6663,DEN,EUG,7,709,173,0
US,487,CLT,DEN,7,710,234,0
UA,43,DEN,HNL,7,714,458,0
DL,1411,DTW,DEN,7,715,190,1
OO,6361,BOI,DEN,7,715,109,0
UA,103,DEN,SMF,7,715,162,0
UA,561,DEN,OAK,7,717,168,0
UA,781,MCI,DEN,7,719,114,0
AA,806,DEN,DFW,7,720,115,0
UA,267,ORD,DEN,7,720,164,1
WN,912,DEN,FLL,7,720,230,0
OO,6257,FAR,DEN,7,724,118,1
AS,675,DEN,SEA,7,725,172,0
MQ,3044,LAX,DEN,7,725,140,1
OO,6685,DEN,BOI,7,725,128,1
US,1526,DEN,CLT,7,725,183,0
WN,3763,DEN,BWI,7,725,200,1
OO,6563,DEN,ASE,7,732,44,1
FL,642,MKE,DEN,7,733,160,0
US,662,DEN,PHX,7,733,112,0
F9,505,DEN,SEA,7,735,173,0
F9,659,DEN,SFO,7,735,157,1
MQ,3702,ORD,DEN,7,735,160,1
WN,1657,MCI,DEN,7,735,110,1
WN,987,DEN,PHX,7,735,115,0
OO,6960,RAP,DEN,7,738,69,0
OO,6942,COS,DEN,7,739,40,0
WN,1383,SLC,DEN,7,740,85,1
OO,6695,ELP,DEN,7,742,108,1
CO,629,DEN,EWR,7,745,226,1
FL,305,DEN,ATL,7,745,165,0
WN,2004,MDW,DEN,7,745,160,0
WN,300,LAS,DEN,7,745,115,0
CO,499,IAH,DEN,7,746,151,0
UA,517,IAD,DEN,7,746,233,0
OO,6614,DEN,PSC,7,747,153,0
OO,6762,DEN,SBA,7,747,159,0
UA,660,DEN,EWR,7,750,225,0
WN,1065,BNA,DEN,7,750,180,1
WN,530,DEN,MDW,7,750,140,0
UA,300,DEN,DSM,7,752,99,0
UA,534,DEN,BWI,7,752,199,0
OO,6675,DEN,FAT,7,754,145,1
UA,228,PHX,DEN,7,754,106,0
AA,1259,DFW,DEN,7,755,125,0
OO,6871,DEN,MOT,7,755,102,0
UA,386,DEN,BOS,7,755,229,1
UA,908,DEN,ORD,7,755,143,1
WN,1826,SFO,DEN,7,755,150,1
WN,351,SAN,DEN,7,755,135,1
WN,3920,OKC,DEN,7,755,100,0
UA,848,DEN,IAH,7,756,144,1
F9,795,DEN,PDX,7,760,164,0
OO,4518,SLC,DEN,7,760,83,0
OO,6258,EGE,DEN,7,760,53,0
OO,6988,DEN,COS,7,762,35,0
UA,558,DEN,TPA,7,762,204,0
UA,667,DEN,MSP,7,762,114,0
OO,6337,GJT,DEN,7,764,57,1
F9,530,MDW,DEN,7,765,155,0
WN,429,LAX,DEN,7,765,135,0
OO,6261,DEN,TUL,7,768,98,1
UA,316,DEN,IAD,7,768,195,1
OO,6377,CPR,DEN,7,769,55,1
WN,1264,DEN,HOU,7,770,140,0
WN,759,ABQ,DEN,7,770,75,1
OO,6527,MTJ,DEN,7,772,52,0
UA,270,DEN,MCO,7,773,203,0
OO,6700,LNK,DEN,7,775,92,0
UA,753,SFO,DEN,7,775,155,0
WN,3311,AUS,DEN,7,775,140,1
WN,484,PHX,DEN,7,775,105,1
OO,6573,HDN,DEN,7,776,57,0
OO,6643,DEN,RAP,7,778,69,1
F9,260,DEN,SNA,7,780,140,1
OO,4621,DEN,SLC,7,780,90,1
WN,1167,PDX,DEN,7,780,145,1
WN,1302,SJC,DEN,7,780,145,1
WN,842,DEN,MSP,7,780,120,1
AS,672,SEA,DEN,7,785,155,0
UA,336,LAX,DEN,7,785,143,0
WN,174,SMF,DEN,7,785,140,1
WN,3138,DEN,SAN,7,785,145,0
WN,546,OMA,DEN,7,785,100,0
WN,899,OAK,DEN,7,785,140,1
OO,6560,TUL,DEN,7,788,105,0
OO,7048,ICT,DEN,7,788,87,0
OO,7050,GCC,DEN,7,788,92,1
DL,1916,DEN,ATL,7,790,174,1
F9,413,DEN,LAX,7,790,142,0
F9,561,DEN,SAN,7,790,137,0
F9,857,DEN,PHX,7,790,108,0
WN,368,PHL,DEN,7,790,280,1
WN,705,TUL,DEN,7,790,110,0
OO,6541,BIS,DEN,7,791,102,1
UA,247,LAS,DEN,7,794,114,0
AA,481,DEN,DFW,7,795,115,0
MQ,3003,DEN,LAX,7,795,150,1
US,488,PHX,DEN,7,795,109,0
WN,1594,RNO,DEN,7,795,130,0
UA,408,SNA,DEN,7,797,139,1
OO,6735,MSO,DEN,7,799,112,0
F9,428,DEN,ATL,7,800,168,0
F9,777,DEN,LAS,7,800,112,0
OO,6937,DRO,DEN,7,800,60,0
UA,138,DEN,LGA,7,800,219,0
UA,546,OMA,DEN,7,800,106,0
WN,2353,DEN,MCO,7,800,210,1
DL,2108,DEN,MSP,7,802,115,1
OO,6632,SGF,DEN,7,803,131,0
OO,6718,XNA,DEN,7,803,123,0
UA,705,SLC,DEN,7,803,84,1
UA,758,DEN,ICT,7,804,82,0
F9,499,DEN,CAK,7,805,162,1
OO,6626,PSP,DEN,7,805,124,1
WN,470,DEN,LAX,7,805,155,0
OO,6726,JAC,DEN,7,807,74,0
OO,6554,DEN,FAR,7,809,107,0
DL,1409,MSP,DEN,7,810,129,1
WN,1057,LAS,DEN,7,810,115,1
WN,1071,DEN,SNA,7,810,150,0
UA,406,BIL,DEN,7,811,93,0
UA,707,DEN,PIT,7,812,175,0
OO,6534,IDA,DEN,7,813,89,0
UA,160,DEN,OMA,7,813,88,0
UA,508,FSD,DEN,7,813,106,0
CO,298,DEN,IAH,7,815,138,0
EV,5005,MEM,DEN,7,815,155,0
OO,6563,ASE,DEN,7,815,45,1
OO,6745,OKC,DEN,7,815,107,0
UA,733,DEN,SFO,7,815,163,0
WN,1657,DEN,SLC,7,815,90,0
UA,212,GEG,DEN,7,816,129,0
OO,6603,DEN,ABQ,7,818,74,0
OO,6649,DEN,RKS,7,820,75,0
OO,6728,BOI,DEN,7,824,105,0
AA,1073,DFW,DEN,7,825,120,0
DL,1956,DEN,CVG,7,825,150,0
F9,727,DCA,DEN,7,825,237,0
OO,6927,HLN,DEN,7,825,107,0
WN,47,DEN,OKC,7,825,85,1
OO,6765,BZN,DEN,7,828,104,0
OO,6615,GTF,DEN,7,829,112,0
UA,669,DEN,OKC,7,829,89,0
F9,826,MCI,DEN,7,830,105,0
OO,4604,SLC,DEN,7,830,83,1
UA,940,DEN,ORD,7,830,149,0
UA,781,DEN,LAX,7,833,154,0
OO,6590,MEM,DEN,7,834,169,0
UA,86,PHX,DEN,7,835,109,1
WN,1201,DEN,SFO,7,835,165,1
OO,6578,DEN,BIS,7,837,94,0
OO,6971,DEN,TUS,7,837,118,0
OO,6484,ATW,DEN,7,838,165,1
DL,1817,ATL,DEN,7,840,200,1
WN,1395,DEN,TUL,7,840,90,1
WN,2043,DEN,PHL,7,840,220,1
OO,6988,COS,DEN,7,844,40,0
WN,677,DEN,AUS,7,845,125,1
UA,439,TUS,DEN,7,846,110,0
F9,135,DFW,DEN,7,847,120,0
F9,306,DEN,DTW,7,847,162,0
OO,6999,MAF,DEN,7,847,118,1
OO,6681,DEN,BOI,7,848,119,0
OO,6720,DEN,FSD,7,849,82,1
WN,1383,DEN,IND,7,850,140,1
WN,856,HOU,DEN,7,850,150,0
F9,107,MSP,DEN,7,851,124,0
OO,6610,DEN,GJT,7,854,52,0
OO,6616,DEN,DRO,7,854,62,1
OO,6719,DEN,MSO,7,854,126,0
CO,599,IAH,DEN,7,855,149,0
WN,546,DEN,SEA,7,855,185,1
DL,1609,MSP,DEN,7,860,123,1
OO,6856,DEN,CMH,7,863,156,0
UA,448,SMF,DEN,7,863,144,0
AA,1970,DEN,DFW,7,865,115,0
F9,283,STL,DEN,7,865,140,1
F9,371,MKE,DEN,7,865,155,0
WN,705,DEN,OMA,7,865,80,0
OO,6570,HSV,DEN,7,866,178,0
UA,356,SEA,DEN,7,866,157,0
UA,168,SJC,DEN,7,867,153,0
OO,6614,PSC,DEN,7,869,131,1
OO,6930,PDX,DEN,7,869,152,0
FL,301,ATL,DEN,7,870,215,0
MQ,3765,DEN,ORD,7,870,150,1
WN,1022,BWI,DEN,7,870,255,0
WN,518,DEN,MCI,7,870,90,0
WN,59,PHX,DEN,7,870,110,1
OO,6579,DEN,ASE,7,872,44,0
OO,6639,DEN,BZN,7,872,109,1
UA,726,OAK,DEN,7,874,155,0
UA,716,ONT,DEN,7,875,132,0
WN,759,DEN,MDW,7,875,135,0
OO,6663,EUG,DEN,7,876,145,0
UA,503,DEN,LAS,7,876,122,0
OO,6643,RAP,DEN,7,877,77,1
UA,453,BWI,DEN,7,877,249,0
UA,779,BOS,DEN,7,877,287,0
OO,6762,SBA,DEN,7,878,147,1
OO,6904,MCI,DEN,7,879,111,0
AA,789,ORD,DEN,7,880,155,1
F9,217,AUS,DEN,7,880,130,0
F9,231,BNA,DEN,7,880,173,0
OO,4593,DEN,SLC,7,880,89,1
OO,6675,FAT,DEN,7,880,134,1
OO,6956,RNO,DEN,7,880,134,1
WN,2004,DEN,LAX,7,880,155,0
WN,2383,MCO,DEN,7,880,260,0
UA,748,LAX,DEN,7,883,140,1
CO,728,EWR,DEN,7,885,266,1
WN,1624,SEA,DEN,7,885,160,0
CO,498,DEN,IAH,7,887,138,1
OO,6696,DEN,MTJ,7,887,55,1
F9,652,SFO,DEN,7,890,147,1
WN,3311,DEN,BNA,7,890,145,0
UA,720,SFO,DEN,7,891,153,0
FL,641,DEN,MKE,7,892,143,0
UA,923,IAD,DEN,7,892,248,1
F9,834,SEA,DEN,7,893,152,0
UA,745,LGA,DEN,7,894,276,0
F9,608,DEN,IND,7,895,139,1
UA,909,ORD,DEN,7,895,170,0
UA,354,SAN,DEN,7,899,142,0
F9,226,DEN,MDW,7,900,135,0
F9,261,SNA,DEN,7,900,136,1
F9,575,DEN,SLC,7,900,83,0
UA,440,DEN,ORD,7,900,141,0
US,73,DEN,PHX,7,900,112,0
WN,3503,MDW,DEN,7,900,165,0
WN,660,SLC,DEN,7,900,85,1
F9,387,FLL,DEN,7,902,264,0
OO,6628,BHM,DEN,7,902,190,0
UA,630,MSY,DEN,7,902,178,0
F9,796,PDX,DEN,7,904,143,0
OO,6865,MLI,DEN,7,904,140,0
F9,290,DEN,STL,7,905,115,0
F9,374,DEN,MKE,7,905,132,0
WN,1065,DEN,LAS,7,905,115,1
OO,6257,DEN,BOI,7,906,122,1
UA,375,IAH,DEN,7,906,155,0
F9,564,SAN,DEN,7,908,135,1
OO,6533,DEN,IDA,7,909,98,0
OO,7043,DEN,COS,7,909,33,0
F9,144,DEN,HOU,7,910,139,0
OO,6859,DEN,PDX,7,910,171,0
WN,189,DEN,PHX,7,910,115,0
WN,2549,LAX,DEN,7,910,135,1
WN,587,LAS,DEN,7,910,110,1
F9,414,LAX,DEN,7,912,135,1
UA,735,DEN,SFO,7,912,164,1
F9,218,DEN,AUS,7,915,121,0
F9,516,DEN,LGA,7,915,220,0
OO,6507,DEN,SJC,7,915,156,1
WN,115,DEN,SLC,7,915,90,1
WN,1846,ONT,DEN,7,915,130,0
WN,2439,GEG,DEN,7,915,130,0
OO,6304,DEN,BIL,7,916,86,0
OO,6697,DEN,JAC,7,916,84,0
OO,6560,DEN,GEG,7,917,146,0
OO,6627,DEN,PSP,7,917,134,1
OO,7027,DEN,SLC,7,918,88,1
UA,230,LAS,DEN,7,919,117,0
DL,1908,DEN,MSP,7,920,119,1
OO,4816,SLC,DEN,7,920,88,1
OO,6938,BUR,DEN,7,920,141,1
UA,523,DEN,PHX,7,921,117,1
UA,85,DEN,LAX,7,921,149,0
OO,6251,MSN,DEN,7,924,156,0
OO,6594,DEN,TUS,7,924,118,1
OO,6603,ABQ,DEN,7,924,76,0
OO,6760,DEN,PSC,7,925,152,1
UA,871,DEN,SAN,7,925,137,0
WN,196,DEN,STL,7,925,120,0
OO,6882,DEN,SMF,7,926,155,1
UA,405,DEN,SNA,7,927,147,0
UA,215,MCO,DEN,7,929,247,0
AA,2010,DEN,DFW,7,930,115,0
AA,2583,DFW,DEN,7,930,125,0
OO,6423,DEN,SEA,7,930,177,1
F9,770,LAS,DEN,7,933,111,0
OO,6610,GJT,DEN,7,933,52,0
OO,6649,RKS,DEN,7,935,70,1
OO,6875,DEN,MSN,7,935,127,0
OO,6950,DEN,FSD,7,935,85,1
F9,858,PHX,DEN,7,938,107,0
UA,962,CMH,DEN,7,938,202,0
OO,6486,DEN,CPR,7,939,56,1
EV,5422,DEN,MEM,7,940,130,1
F9,843,MDW,DEN,7,940,157,0
WN,993,PHX,DEN,7,940,105,1
F9,630,DEN,MSN,7,942,119,0
OO,6616,DRO,DEN,7,942,60,0
UA,649,DEN,MCI,7,942,89,0
OO,6622,DEN,GJT,7,944,52,0
OO,6916,DEN,ABQ,7,944,71,0
AA,521,MIA,DEN,7,945,265,0
UA,529,DEN,OMA,7,945,80,0
WN,300,DEN,MSP,7,945,120,0
F9,100,DEN,MSP,7,947,113,1
OO,6871,MOT,DEN,7,948,97,0
UA,976,DEN,IAD,7,948,202,0
F9,145,HOU,DEN,7,949,141,0
OO,6758,DEN,AUS,7,949,122,0
MQ,3045,DEN,LAX,7,950,150,0
OO,6425,SAT,DEN,7,950,132,0
OO,6479,PIT,DEN,7,950,229,0
